userId|typeId|rating|itemId|cityId
13|3|5|304|175
13|3|1|305|177
13|3|5|306|175
13|3|3|307|177
13|1|3|308|177
13|1|5|309|178
13|3|5|310|179
13|3|2|311|135
13|3|4|312|175
13|1|5|313|8
13|3|4|314|8
13|2|5|315|8
13|2|5|316|8
13|1|3|317|8
13|2|4|318|180
13|1|4|319|180
13|1|4|320|181
13|3|5|321|182
13|3|5|322|175
13|3|5|323|181
13|1|4|324|183
13|3|4|325|183
13|1|4|326|34
13|3|1|327|175
13|1|4|328|184
13|3|2|329|8
13|1|3|330|8
13|3|5|331|171
13|1|4|332|185
13|3|5|333|186
13|1|5|334|186
13|1|4|335|187
13|3|5|336|77
13|2|5|337|188
13|3|4|338|175
13|1|3|339|189
13|2|4|340|190
13|2|4|341|190
13|1|2|342|190
13|2|2|343|190
13|3|4|344|190
13|3|5|345|175
13|3|5|346|175
13|1|5|347|155
13|1|4|348|172
13|1|3|349|188
13|3|5|350|191
13|1|3|351|192
13|3|4|352|193
13|1|4|353|193
13|1|4|354|34
13|1|5|355|172
14|3|2|356|8
14|3|2|357|8
14|3|4|358|8
14|3|3|359|8
14|3|4|360|11
14|2|4|361|11
14|2|3|362|11
14|1|5|363|11
14|3|1|364|11
14|3|4|365|8
14|1|4|366|8
14|3|4|367|8
14|1|3|368|8
14|1|3|369|194
14|1|5|370|8
14|3|4|371|8
14|3|4|372|8
14|1|3|373|8
14|3|1|374|125
14|1|5|375|8
14|3|4|376|8
14|2|5|377|8
14|1|4|378|195
14|1|4|379|175
14|3|3|380|8
14|1|4|381|196
14|3|4|382|8
14|3|1|383|175
14|1|2|384|197
14|1|5|385|8
14|1|5|386|198
14|1|4|387|199
14|3|3|388|8
14|1|4|389|200
14|1|2|390|8
14|1|3|391|201
14|3|4|392|8
14|3|3|393|8
14|3|4|394|8
14|3|1|395|8
14|1|5|396|157
14|1|2|397|202
14|1|5|398|177
14|1|1|399|203
14|1|4|400|204
14|1|5|401|205
14|1|2|402|206
14|3|1|403|207
14|1|4|404|208
14|1|3|405|208
14|1|4|406|209
14|1|3|407|210
14|1|3|408|211
14|1|5|409|212
14|1|4|410|195
14|1|3|411|213
14|1|3|412|214
14|2|4|413|215
14|2|4|414|216
14|1|5|415|215
14|2|4|416|217
14|3|3|417|217
14|1|5|418|217
14|1|3|419|175
14|1|2|420|218
14|1|3|421|219
14|1|4|422|220
14|1|3|423|221
14|1|2|424|8
14|1|5|425|211
14|1|4|426|222
14|1|2|427|223
14|1|5|428|224
14|1|3|429|225
14|1|4|430|226
14|2|3|431|227
14|3|2|432|227
14|1|2|433|228
14|1|5|408|211
14|1|1|434|219
14|1|5|435|229
14|1|3|436|230
14|3|5|437|231
14|3|2|438|9
14|1|5|439|232
14|3|5|336|77
14|2|5|440|9
14|3|2|441|229
14|1|3|442|229
14|1|3|443|233
14|1|5|408|211
14|1|4|385|8
14|3|5|444|234
14|1|5|445|234
15|3|5|446|235
15|1|5|447|235
15|1|5|448|236
15|1|4|449|237
15|1|4|450|162
15|1|4|451|238
15|1|4|452|239
15|1|4|453|240
15|1|4|454|241
15|1|4|455|242
15|1|3|456|243
15|1|4|457|244
15|2|5|458|245
15|1|4|459|54
15|1|3|460|8
15|1|2|461|243
15|1|4|462|8
15|1|3|463|246
15|1|4|464|247
15|1|4|465|248
15|1|4|466|8
15|3|2|467|72
15|3|3|468|72
15|1|5|469|53
15|1|2|470|249
15|1|4|471|77
15|1|4|472|250
15|1|4|473|68
15|1|4|474|72
15|1|4|475|72
15|1|4|476|251
15|1|4|477|8
15|1|5|478|72
15|1|5|479|252
15|1|4|480|253
15|3|1|481|72
15|1|2|482|254
15|1|5|483|255
15|1|4|484|256
15|1|5|485|257
15|1|3|486|258
15|1|5|487|11
15|1|3|488|162
15|1|3|489|259
15|1|5|490|260
15|1|4|491|261
15|1|3|492|68
15|1|5|493|236
16|1|4|494|262
16|1|4|495|263
16|1|5|496|263
16|1|3|497|264
16|1|4|498|265
16|1|4|499|266
16|3|3|500|267
16|2|5|501|267
16|2|2|502|267
16|1|4|503|268
16|3|5|504|267
16|2|4|505|267
16|3|4|506|267
16|2|4|507|269
16|2|5|508|267
16|3|3|509|267
16|2|3|510|267
16|2|5|511|270
16|2|5|512|270
16|1|3|513|270
16|1|5|514|270
16|3|5|515|264
16|1|4|516|271
16|1|4|517|53
16|1|5|473|68
16|1|1|518|272
16|1|3|519|273
16|1|4|520|274
16|1|3|521|275
16|1|3|522|276
16|1|4|523|162
16|1|5|524|264
17|3|4|525|277
17|3|5|526|277
17|1|5|527|278
17|2|4|528|279
17|2|5|529|280
17|3|5|530|281
17|3|2|531|88
17|3|5|532|88
17|2|4|533|88
17|2|5|534|88
17|2|5|535|88
17|2|4|536|88
17|1|5|537|88
17|1|3|538|282
17|1|3|539|283
17|1|5|540|284
17|1|4|541|285
17|1|1|542|45
17|1|5|543|45
17|1|5|544|3
17|1|5|545|286
18|1|5|546|287
18|1|3|547|288
18|1|3|548|289
18|1|1|549|290
18|1|1|550|290
18|1|3|551|45
19|1|3|552|189
19|2|5|553|291
19|1|4|554|292
19|2|3|555|293
19|1|5|556|294
19|1|3|557|295
19|1|4|558|296
19|1|5|559|4
19|3|3|560|297
19|1|4|561|294
19|1|4|562|298
19|1|4|563|299
19|1|2|564|300
19|1|5|565|227
19|2|5|566|227
19|3|5|567|300
19|3|2|568|301
19|1|4|569|302
19|1|5|570|303
19|1|4|571|294
19|1|4|572|304
19|2|3|573|304
19|1|4|574|305
19|1|4|575|4
19|1|4|576|302
19|1|4|563|299
19|1|4|577|306
19|3|1|578|307
19|1|4|579|307
19|1|4|580|308
19|1|3|581|1
19|1|5|582|309
19|1|4|583|302
19|1|4|584|298
19|1|5|585|310
19|1|4|572|304
19|2|4|586|8
19|2|5|587|189
19|1|5|588|8
19|1|4|589|189
19|1|4|585|310
19|1|5|590|305
19|1|4|563|299
19|1|4|591|305
19|1|4|576|302
19|1|4|592|311
19|1|3|7|4
19|1|4|593|294
19|1|2|594|298
19|1|4|591|305
19|1|4|563|299
19|1|5|585|310
19|1|4|595|8
19|3|4|596|312
19|1|4|591|305
19|1|4|597|34
19|1|3|598|313
19|1|5|595|8
19|1|4|599|298
19|1|4|600|314
19|1|3|601|305
19|1|5|602|304
19|1|4|603|34
19|1|3|604|294
19|1|5|563|299
19|1|4|585|310
19|1|4|605|315
19|1|4|595|8
19|3|4|606|305
19|1|5|607|8
19|1|4|608|296
19|1|4|609|53
19|1|5|558|316
19|1|5|610|304
19|1|5|600|314
19|1|3|604|294
19|1|4|611|298
19|1|4|585|310
19|1|4|612|3
19|1|5|613|317
19|1|3|614|296
19|1|4|604|294
19|1|4|99|8
19|1|3|615|305
19|3|5|616|305
19|3|1|617|305
19|1|4|618|56
19|1|4|619|180
19|1|5|620|180
19|1|3|621|318
19|1|4|622|294
19|1|3|623|319
19|1|4|624|304
19|1|3|611|298
19|1|4|625|320
19|1|5|563|299
19|1|3|626|303
19|1|5|602|304
19|1|5|627|321
19|3|2|628|310
19|1|4|629|310
19|1|4|630|322
19|1|3|631|305
19|1|4|632|323
19|1|3|633|34
19|1|3|575|4
19|1|4|634|324
19|1|5|635|325
19|1|4|608|296
19|1|4|636|311
19|1|2|637|319
19|1|4|638|326
19|1|5|639|303
19|1|4|640|302
19|1|4|641|296
19|1|4|585|310
19|3|2|642|327
19|1|3|643|305
19|1|3|644|296
19|1|4|645|170
19|1|4|646|328
19|1|3|647|329
19|1|5|648|330
19|1|4|649|331
19|1|2|650|304
19|1|4|651|34
19|1|5|652|332
19|1|4|653|333
19|1|4|654|296
19|1|5|655|311
19|1|3|656|4
19|1|4|657|311
19|1|5|658|334
19|1|5|659|335
19|3|5|660|305
19|3|2|661|305
19|1|2|662|306
19|1|4|663|321
19|1|4|664|336
19|1|4|665|337
19|1|4|666|303
19|1|4|558|302
19|1|4|667|310
19|1|3|668|82
19|1|5|669|338
19|1|5|670|123
19|1|4|671|11
19|1|3|672|8
19|1|4|673|68
19|1|3|674|8
19|1|2|675|308
19|1|5|676|34
19|1|3|677|339
19|1|4|678|45
20|1|5|679|303
20|1|3|680|327
20|1|4|681|340
20|1|4|682|341
20|3|3|683|342
20|1|4|684|342
20|3|4|685|343
20|1|4|686|343
20|2|4|687|344
20|3|5|688|344
20|3|4|689|344
20|1|4|690|345
20|1|5|691|346
20|2|4|692|347
20|1|4|693|34
20|3|4|694|348
20|1|4|695|349
20|2|5|696|350
20|3|4|697|351
20|1|4|698|351
20|1|4|699|341
20|2|3|700|327
20|2|4|701|352
20|1|5|702|353
20|1|4|703|354
20|1|5|704|355
20|1|4|705|327
21|3|5|706|193
21|2|2|707|193
21|3|5|708|356
21|1|4|709|305
21|3|5|710|305
21|2|5|711|305
21|2|5|712|193
21|1|5|713|357
21|2|5|714|283
21|1|5|715|283
21|2|5|716|193
21|2|5|717|358
21|2|5|718|34
21|1|5|719|358
21|1|5|720|170
21|1|4|721|8
21|1|5|722|359
21|3|5|723|193
21|1|1|724|360
22|3|5|725|361
22|1|4|726|362
22|1|3|727|363
22|1|3|728|364
22|1|5|729|365
22|3|2|730|366
22|1|4|731|367
22|1|4|732|320
22|1|4|733|329
22|1|5|734|368
22|1|5|735|329
22|1|5|736|369
22|1|5|737|370
22|2|2|738|320
22|1|2|739|311
23|3|5|740|371
23|3|5|741|372
23|1|5|558|372
23|3|4|742|373
23|1|5|743|374
23|2|5|744|372
23|2|4|745|375
23|2|5|746|376
23|3|4|747|377
23|2|5|748|377
23|1|4|749|377
23|2|5|750|336
23|3|5|740|371
23|2|5|751|378
23|2|4|752|378
23|1|4|753|378
23|3|4|754|379
23|3|5|755|378
23|2|5|756|372
23|2|5|757|372
23|1|5|758|380
23|1|5|759|381
23|3|5|760|382
23|2|4|761|383
23|3|5|762|382
23|3|3|763|372
23|1|3|764|384
23|2|4|765|211
23|2|5|766|211
23|2|5|767|109
23|3|5|768|109
23|3|5|769|381
23|2|4|770|385
23|3|5|771|380
23|2|5|772|386
23|3|5|773|387
23|1|5|774|387
23|3|5|775|148
23|1|5|776|148
23|3|4|777|388
23|3|2|778|387
23|3|4|779|389
23|1|5|780|390
23|2|5|781|391
23|2|5|782|392
23|1|5|783|393
23|3|5|784|148
23|3|5|740|371
23|3|5|785|371
23|3|5|740|371
23|2|5|786|394
23|3|5|787|394
23|1|5|788|395
23|3|5|789|395
23|1|3|790|396
23|3|4|791|397
23|1|5|792|371
23|3|3|793|398
23|3|5|794|399
23|1|3|795|400
23|3|4|796|401
23|3|5|797|402
23|3|4|798|378
23|2|4|799|378
23|3|5|800|378
23|1|5|753|378
23|2|5|801|354
23|2|5|802|354
23|2|5|803|354
23|3|5|804|354
23|1|4|805|344
23|3|5|806|354
23|1|5|807|354
23|3|5|808|401
23|1|4|809|401
23|1|5|810|403
23|3|5|811|254
23|3|5|812|254
23|3|4|813|404
23|1|4|814|404
23|3|4|815|405
23|1|4|816|406
23|1|5|817|407
23|1|2|818|408
23|3|5|819|349
23|1|3|820|349
23|1|5|821|409
23|1|4|822|410
23|1|4|823|411
23|1|3|824|412
23|1|3|825|413
23|1|4|826|306
23|1|3|827|337
23|1|5|828|414
23|1|3|829|415
23|1|3|822|416
23|1|5|830|417
23|1|5|831|4
23|1|4|832|418
23|1|4|833|419
23|1|4|834|45
23|1|3|835|420
23|1|3|836|421
23|1|4|837|422
23|3|3|838|423
23|1|5|839|423
23|1|2|795|424
23|1|5|840|88
23|1|3|841|318
23|1|4|822|425
23|1|4|842|426
23|1|4|843|427
23|3|4|789|395
24|1|1|844|428
24|3|5|845|116
24|2|5|846|116
24|2|5|847|116
24|1|3|848|116
24|1|4|849|45
24|1|4|850|339
24|1|5|851|429
24|1|3|852|430
24|1|4|853|431
25|1|4|854|432
25|1|2|855|433
25|1|4|856|294
25|1|3|857|294
25|1|2|858|434
25|1|2|859|435
25|2|2|860|436
25|1|1|861|193
25|3|1|862|437
25|1|4|863|438
25|3|1|864|439
25|2|5|865|440
25|1|4|866|439
25|1|1|867|437
25|1|2|868|439
25|1|4|869|441
25|1|2|870|437
25|1|4|871|442
25|1|4|869|441
25|1|3|872|443
25|1|2|873|444
25|1|2|874|445
25|1|3|875|8
25|1|5|876|446
25|1|3|877|8
25|1|1|878|193
26|3|5|879|447
26|3|4|880|447
26|1|4|881|447
26|1|4|882|448
26|3|4|883|3
26|2|5|884|4
26|3|3|885|4
26|1|4|886|4
26|1|4|887|311
26|3|5|888|4
26|3|5|889|4
26|2|4|890|4
26|2|3|891|4
26|1|5|892|4
26|1|3|893|311
27|2|4|894|8
27|2|4|895|8
27|2|4|896|8
27|1|4|897|8
27|2|5|898|312
27|3|5|899|449
27|2|5|900|312
27|1|3|901|8
27|1|3|902|229
27|3|5|903|229
27|1|3|904|450
27|1|3|905|451
27|3|4|906|452
27|1|5|907|453
27|1|3|908|453
27|1|5|909|8
27|3|4|910|8
27|1|3|911|8
27|1|3|912|454
27|1|4|913|70
27|1|4|914|451
27|1|4|915|455
27|3|5|916|456
27|1|3|917|457
27|1|4|918|457
27|3|4|919|457
27|3|3|920|265
27|3|5|921|457
27|3|4|922|457
27|1|3|923|457
27|1|2|924|451
27|1|3|925|451
27|2|5|926|458
27|1|4|927|459
27|1|3|928|457
27|1|3|929|34
27|1|3|930|190
27|1|3|931|460
27|1|2|932|190
27|2|2|933|461
27|1|5|934|35
27|3|5|935|462
27|1|4|936|462
27|2|3|937|274
27|2|4|938|461
27|1|5|939|463
27|1|4|940|464
27|2|5|941|272
27|2|4|942|272
27|2|5|943|459
27|2|4|944|274
27|1|5|945|465
27|2|3|946|466
27|2|3|947|466
27|2|5|948|466
27|1|4|949|274
27|2|5|950|274
27|1|5|951|467
27|3|3|952|468
27|3|4|953|468
27|1|3|954|468
27|1|5|955|469
27|3|4|956|265
27|3|2|957|470
27|1|2|958|56
27|2|4|959|452
27|2|4|960|452
27|1|2|961|452
27|3|4|962|471
27|3|4|963|459
27|1|3|964|459
27|3|3|965|472
27|1|4|966|469
27|2|5|967|450
27|2|4|968|450
27|1|4|969|450
27|1|5|970|473
27|1|5|971|327
27|1|5|972|34
27|2|5|973|327
27|1|3|974|304
27|2|5|975|34
27|2|5|976|34
27|2|5|977|34
27|2|2|718|34
27|1|5|978|64
27|3|4|979|474
27|1|5|955|469
27|1|3|980|64
27|1|3|981|64
27|3|3|982|265
27|3|2|983|450
27|1|4|984|450
27|3|3|985|475
27|1|4|966|469
27|1|4|986|471
27|3|4|987|476
27|3|4|988|477
27|1|4|989|478
27|3|4|990|459
27|1|2|991|459
27|1|2|992|479
27|1|3|993|480
27|1|2|994|480
27|3|2|995|451
27|1|5|996|451
27|3|4|997|481
27|1|4|951|467
27|1|5|969|450
27|1|5|934|35
27|3|1|998|162
27|1|5|999|482
27|2|5|1000|483
27|1|4|1001|484
27|1|4|1002|485
27|1|4|1003|486
27|3|3|1004|470
27|1|5|966|469
27|1|2|1005|487
27|1|5|1006|488
27|1|5|986|471
27|1|5|1007|60
27|1|4|1008|34
27|1|4|1009|4
27|1|5|951|467
27|1|5|1010|489
27|1|4|1011|490
27|1|5|1012|491
27|1|5|1013|492
27|1|5|1014|493
28|3|5|1015|494
28|3|5|1016|495
28|3|5|1017|494
28|2|5|1018|496
28|2|5|1019|497
28|1|5|1020|496
28|3|5|1021|464
28|3|5|1022|275
28|1|5|1023|275
28|1|5|548|289
28|2|5|1024|332
28|2|5|1025|332
28|3|5|1026|498
28|2|4|1027|499
28|1|5|1028|300
28|1|5|1029|500
28|2|5|1030|501
28|1|5|1031|502
28|2|5|1032|503
28|1|4|1033|8
28|3|4|1034|498
28|3|5|1035|498
28|3|5|1036|498
28|3|4|1037|498
28|2|5|1038|498
28|2|4|1039|504
28|2|5|1040|498
28|2|5|1041|498
28|2|4|1042|498
28|3|4|1043|498
28|3|4|1044|505
28|3|4|1045|498
28|3|4|1046|498
28|1|5|1047|506
28|1|5|1048|8
29|1|3|1049|507
29|1|4|1050|508
29|2|5|1051|509
29|2|4|1052|509
29|2|4|1053|509
29|1|5|1054|398
29|3|5|1055|9
29|1|4|1056|9
29|1|3|1057|510
29|1|5|1058|500
29|3|4|1059|509
29|3|3|1060|509
29|3|4|1061|509
29|3|4|1062|500
29|3|2|1063|509
29|1|3|1064|511
29|1|4|1065|211
29|3|4|1066|512
29|1|5|1067|512
29|3|5|1068|254
29|3|5|1069|254
29|1|3|1070|254
29|1|5|1071|414
29|3|5|1072|76
29|3|5|1073|513
29|1|4|1074|513
29|1|5|1075|9
29|1|3|1076|8
29|1|4|1077|514
29|1|3|1078|484
29|1|5|1079|515
29|1|4|1080|516
29|1|4|1081|517
29|1|4|1082|518
30|2|5|1083|272
30|2|5|1084|272
30|1|5|1085|272
30|1|3|1086|519
30|1|4|1087|431
30|2|5|1088|229
30|1|4|1089|520
30|2|5|1090|521
30|1|5|1091|521
30|3|5|1092|229
30|1|5|1093|274
30|3|5|1094|522
30|3|5|1095|522
30|2|4|1096|522
30|2|5|1097|522
30|1|5|1098|522
30|3|5|1099|523
30|3|4|1100|523
30|1|4|1101|523
30|1|4|1102|283
30|1|4|1103|524
30|1|4|1104|525
30|1|3|1105|437
30|1|4|1106|68
30|1|3|1107|170
30|1|5|1108|8
30|1|5|1109|526
30|1|5|1098|522
30|1|3|1110|527
30|1|4|1111|528
31|2|5|1112|529
31|2|5|1113|274
31|2|5|1114|274
31|2|5|1115|274
31|2|4|1116|252
31|1|5|1117|252
31|1|4|1118|530
31|1|4|1119|8
31|1|4|1120|357
31|1|3|1121|531
32|1|1|1122|467
32|1|4|1123|436
32|1|2|1124|532
32|1|2|1125|533
32|1|4|54|42
32|1|2|1126|534
32|1|2|901|8
33|1|5|1127|535
33|1|4|1128|77
33|1|5|1129|536
33|1|2|1130|537
33|1|4|1131|8
33|1|5|1132|538
33|1|5|1133|539
33|1|5|1134|540
33|1|4|1135|541
33|1|5|1136|542
33|1|5|1137|543
33|1|5|1138|11
33|1|5|1139|544
33|1|5|1140|545
33|3|5|1141|546
33|1|5|1142|546
33|1|5|1143|547
33|3|5|1144|548
33|1|5|1145|548
33|1|5|1146|549
33|1|5|1147|550
33|1|5|1148|551
33|2|5|1149|16
33|1|5|1150|552
33|1|4|1151|553
33|1|5|1152|554
33|1|5|1153|162
33|1|5|1154|215
33|1|5|1155|555
34|2|5|1156|556
34|2|4|1157|265
34|1|4|1158|556
34|3|4|1159|556
34|3|4|1160|556
34|3|5|1161|556
34|1|4|1162|556
34|1|3|1163|265
34|2|4|1164|8
34|3|4|1165|8
34|3|5|1166|8
34|3|2|1167|8
34|3|2|1168|557
34|1|5|1169|484
34|3|3|1170|558
34|3|5|1171|386
34|3|3|1172|386
34|3|3|1173|386
34|3|4|1174|559
34|2|5|1175|386
34|1|4|1176|386
34|3|4|1177|560
34|3|4|1178|558
34|3|5|1179|558
34|3|4|1180|558
34|3|4|1181|558
34|1|3|1182|558
34|1|5|1183|561
34|3|4|1184|561
34|3|4|1185|561
34|3|4|1186|561
34|1|3|1187|561
34|1|3|1188|562
34|2|4|1189|563
34|3|4|1190|563
34|1|2|1191|563
34|2|4|1192|564
34|2|3|1193|565
34|2|2|1194|564
34|1|4|1195|564
34|3|2|1196|566
34|3|5|1197|566
34|2|4|1198|566
34|2|4|1199|566
34|1|5|1200|566
34|3|4|1201|8
34|3|4|1202|8
34|2|4|896|8
34|1|4|1203|8
34|2|3|1204|567
34|2|5|1205|567
34|2|4|1206|567
34|1|3|1207|567
34|2|4|1208|565
34|2|5|1209|565
34|1|4|1210|565
34|3|4|1211|162
34|3|5|1212|162
34|3|4|1213|162
34|3|3|1214|162
34|3|3|1215|162
34|2|3|1216|162
34|2|5|1217|162
34|2|3|1218|162
34|2|4|1219|162
34|1|5|1220|162
34|3|2|1221|68
34|1|3|1222|63
34|1|3|1223|8
34|3|4|1224|8
34|3|3|1225|35
34|3|4|1226|35
34|1|4|1227|35
34|3|2|1228|568
34|1|5|1229|569
34|1|3|1230|570
34|1|3|1231|571
34|2|2|1232|572
34|3|2|1233|8
35|1|3|1234|193
35|1|4|1235|573
35|1|4|1236|193
35|1|5|1237|574
35|1|3|1238|575
35|1|1|1239|45
35|1|3|1240|576
35|1|4|1241|45
35|1|3|1242|577
36|3|3|1243|103
36|2|3|1244|18
36|3|2|1245|578
36|2|4|1246|579
36|2|2|1247|579
36|3|4|1248|580
36|3|2|1249|579
36|3|3|1250|581
36|1|3|1251|579
36|1|3|1252|581
36|3|1|1253|578
36|3|5|1254|578
36|3|2|1255|578
36|1|4|1256|582
36|2|4|458|245
36|2|3|1257|245
36|2|3|1258|583
36|3|5|1259|245
36|2|5|1260|245
36|1|4|1261|245
36|3|3|1262|578
36|3|3|1263|578
36|3|5|1264|311
36|3|4|1265|584
36|1|4|592|311
36|3|3|1266|585
36|1|3|1267|581
36|1|3|1268|579
36|3|3|1269|579
36|3|2|1270|579
36|2|3|1271|579
36|3|4|1272|586
36|3|5|763|581
36|3|5|1273|581
36|1|3|1274|556
36|1|3|1275|311
36|2|4|1276|311
36|3|2|1277|311
36|1|4|1278|587
36|3|4|135|95
36|3|3|1279|95
36|3|3|1280|588
36|3|3|1281|578
36|3|4|1282|585
36|3|4|1283|589
36|1|4|1284|590
36|2|2|1285|311
36|1|4|1286|311
36|3|3|1287|448
36|3|5|1288|193
36|3|5|1289|193
36|1|3|1290|591
36|3|3|1291|91
36|1|4|1292|91
36|3|3|1293|91
36|3|5|1294|578
36|3|5|1295|578
36|2|4|1296|581
36|2|5|1297|581
36|1|4|1298|581
36|2|3|1299|581
36|3|4|1300|581
36|3|4|1301|581
36|3|5|1273|581
